Q29,Q29_TEXT,Q10,Q11,Q12,Q14,Q31,Q15,Q16,Q17,Q18,Q19,Q28,Q20,Q20_TEXT,Q21,Q22,Q22_TEXT
United States, ,38,Female,12,Masters or equivalent,Yes,auditor,43-9041.01,Full-time,Private (for-profit) sector,Yes,No,American Dollar,39000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,55,Female,1,4-year degree,Yes,Client Services Coordinator,customer services representative,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"26,000",40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,34,Female,3,4-year degree,Yes,Engineer,Mechanical Engineers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,86000,50,Caucasian, 
United States, ,45,Female,5,4-year degree,Yes,Security Officer,Security Guards,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"20,000",40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,40,Male,2,High school/GED,Yes,Plumber,Plumber,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,25,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,25,Female,2,4-year degree,Yes,analyst,Budget Analysts,Full-time,Private (for-profit) sector,Yes,No,American Dollar,60000,40,Asian, 
United States, ,33,Male,1,4-year degree,Yes,Data Conversion Specialist,Computer Operators,Full-time,Private (for-profit) sector,Yes,No,American Dollar,45000,45,Caucasian, 
United States, ,49,Female,17,4-year degree,Yes,teacher,teacher,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"52,000",45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,52,Male,2,Masters or equivalent,Yes,manager of shipping/receiving,"Shipping, Receiving, and Traffic Clerks",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"30,000.00",40,Hispanic, 
United States, ,32,Female,7,2-year degree,Yes,Volunteer Coordinator,Psychiatric Aides,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,15000,5,Caucasian, 
United States, ,34,Male,4,4-year degree,Yes,banker,13-2052.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,65000,40,Caucasian, 
United States, ,33,Male,7,4-year degree,Yes,Teacher, ,Full-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,50,Caucasian, 
United States, ,38,Female,10,Masters or equivalent,Yes,Secondary Language Arts Instructor,Secondary School Teachers,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,40000,50,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,27,Male,9,High school/GED,Yes,Department Manager,First-Line Supervisors of Retail Sales Workers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,30000,40,Caucasian, 
United States, ,51,Male,10,Masters or equivalent,Yes,lawyer,lawyers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,150000,55,Caucasian, 
United States, ,34,Male,7,High school/GED,Yes,counter crew,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Part-time,Private (for-profit) sector,Yes,No,American Dollar,10000,24,Caucasian, 
United States, ,32,Male,7,2-year degree,Yes,chef,Chefs and Head Cooks,Full-time,Private (for-profit) sector,Yes,No,American Dollar,37000,48,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,32,Male,2,4-year degree,Yes,Instructional Paraprofessional,Teacher Assistant,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,22000,35,Caucasian, 
United States, ,45,Male,5,4-year degree,Yes,Loan Processor,13-2072.00 - Loan Officers,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,50000,45,Caucasian, 
United States, ,32,Male,1,4-year degree,Yes,Toolcrib Attendant,43-5081.03,Full-time,Private (for-profit) sector,Yes,No,American Dollar,30000,40,Hispanic, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,29,Female,8,4-year degree,Yes,Store Manager,General and Operations Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"35,000",45,Caucasian, 
United States, ,24,Male,4,4-year degree,Yes,engineer,media engineer,Full-time,Private (for-profit) sector,Yes,No,American Dollar,56000,50,Caucasian, 
United States, ,28,Male,3,4-year degree,Yes,Contractor - Web Design,Web developer,Full-time,Private (for-profit) sector,Yes,No,American Dollar,25000,35,Hispanic, 
 , , , , , , , , , , , , , , , , , 
United States, ,35,Male,1,4-year degree,Yes,Artist,Multimedia Artists and Animators,Part-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,20,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,25,Male,2,High school/GED,Yes,Telephone Survey Representative,"Interviewers, Except Eligibility and Loan",Full-time,Private (for-profit) sector,Yes,No,American Dollar,24000,40,Caucasian, 
United States, ,21,Male,1,High school/GED,Yes,Cashier,Cashiers,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"11,000",22,Caucasian, 
United States, ,19,Female,1,High school/GED,Yes,Server,Short order cook,Part-time,Private (for-profit) sector,Yes,No,American Dollar,4800,15,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,24,Male,1,4-year degree,Yes,business intelligence analyst,Business Intelligence Analyst,Full-time,Private (for-profit) sector,Yes,No,American Dollar,30000,40,Asian, 
 , , , , , , , , , , , , , , , , , 
United States, ,20,Female,3,High school/GED,Yes,Circulation Assistant,Library Technicians,Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,7000,13,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,39,Female,2,4-year degree,Yes,Property Manager,"Property, Real Estate, and Community Association Managers",Full-time,Private (for-profit) sector,Yes,No,American Dollar,71200,40,Caucasian, 
United States, ,35,Male,2,2-year degree,Yes,locksmith,locksmiths and safe repairers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"25,000.00",40,Caucasian, 
United States, ,35,Female,1,Masters or equivalent,Yes,nanny,nannies,Full-time,Public (not-for-profit) sector,No,No,I'd rather not say, ,40,African American, 
United States, ,29,Male,1.5,4-year degree,Yes,Wildlife Biologist,19-1023.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"42,000",42,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,34,Male,5,Masters or equivalent,Yes,Assistant Regional Manager,11-9151.00,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,48000,45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , ,23,Male,5,2-year degree, ,Web Design,Site did not load for me.,Part-time,Private (for-profit) sector,Yes, , , ,30,Caucasian, 
United States, ,26,Female,4,2-year degree,Yes,Insurance Account Manager,Customer Service Representatives,Full-time,Private (for-profit) sector,Yes,No,American Dollar,52000,38,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,20,Male,2,2-year degree,Yes,Cashier,cashier,Full-time,Private (for-profit) sector,Yes,No,American Dollar,25000,40,Caucasian, 
United States, ,30,Female,1,4-year degree,Yes,Demand Gen,marketing managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,51000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,30,Female,5,Masters or equivalent,Yes,Policy Advisor,Political Scientist,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,72000,60,Caucasian, 
United States, ,31,Female,1,4-year degree,No,Customer Support,"43-4051.00	Customer Service Representatives",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"63,000",45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,33,Male,5,4-year degree,Yes,Financial Planner,Personal Financial Advisors,Full-time,Private (for-profit) sector,Yes,No,American Dollar,52000,40,Caucasian, 
United States, ,33,Male,3,Masters or equivalent,Yes,software developer III,Computer Network Architects,Full-time,Private (for-profit) sector,Yes,No,American Dollar,108000,40,Asian, 
 , , , , , , , , , , , , , , , , , 
United States, ,37,Female,4,4-year degree,Yes,Computer tech,Network and Computer Systems Administrators,Full-time,Private (for-profit) sector,Yes,No,American Dollar,43000,40,Caucasian, 
United States, ,60,Male,15,2-year degree,Yes,campus supervisor,"Education Administrators, Postsecondary",Full-time,Private (for-profit) sector,Yes,No,American Dollar,5000,45,Caucasian, 
United States, ,26,Female,3,4-year degree,Yes,Staff II Auditor,Auditor,Full-time,Private (for-profit) sector,Yes,No,American Dollar,51000,45,Caucasian, 
United States, ,26,Female,4,4-year degree,Yes,Office Assistant,43-9061.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,30000,40,Caucasian, 
United States, ,25,Female,2,4-year degree,Yes,Designer,marketing,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"20,000",40,Caucasian, 
United States, ,26,Male,8,Ph.D. or equivalent,Yes,plumber,plumbers,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"36,000",40,Caucasian, 
United States, ,37,Female,2,Masters or equivalent,Yes,Therapist,Marriage and Family Therapist,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"15,000",15,Hispanic, 
United States, ,29,Male,9,High school/GED,Yes,military,"55-3019.00 - Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,48000,35,Caucasian, 
United States, ,28,Male,5,2-year degree,Yes,Database Programmer,Database Administrators,Full-time,Private (for-profit) sector,Yes,No,American Dollar,35000,40,Caucasian, 
United States, ,56,Female,23,Masters or equivalent,Yes,librarian,"25-4021.00 	Librarians",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,64000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,36,Male,5,High school/GED,Yes,manager,General and Operations Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,45000,50,Other:,pacific islander
United States, ,26,Female,4,4-year degree,Yes,admin assistant,"Education Administrators, Postsecondary",Full-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,40,Hispanic, 
United States, ,26,Male,3,4-year degree,Yes,web developer,senior software engineer,Full-time,Private (for-profit) sector,No,No,American Dollar,"50,000",36,Native American, 
United States, ,41,Female,1,4-year degree,Yes,internet researcher,Market Research Analysts and Marketing Specialists,Full-time,Private (for-profit) sector,Yes,No,American Dollar,19000,50,Caucasian, 
United States, ,30,Female,1.5,4-year degree,Yes,data entry,"43-9021.00 	Data Entry Keyers",Full-time,Private (for-profit) sector,Yes,No,American Dollar,19000,40,Caucasian, 
United States, ,33,Male,6,Masters or equivalent,Yes,Science teacher,"25-2022.00 	Middle School Teachers, Except Special and Career/Technical Education",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"38,000",45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,27,Male,3,High school/GED,Yes,construction,47-2061.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,38000,40-50,Caucasian, 
United States, ,23,Male,2,4-year degree,Yes,Sales,"41-4012.00 - Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Full-time,Private (for-profit) sector,Yes,No,American Dollar,40000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,22,Male,2,High school/GED,Yes,Landscaper, Landscaping and Groundskeeping Workers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"10,000",20,Caucasian, 
United States, ,30,Female,1.5,2-year degree,Yes,Sales and Marketing,http://www.onetonline.org/find/match/1/41-4011.00?s=sales%20and%20marketing,Full-time,Private (for-profit) sector,No,No,American Dollar,37000,45,Caucasian, 
United States, ,21,Male,2,4-year degree,Yes,Garde Manger,"Cooks, Restaurant",Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,65,Caucasian, 
United States, ,20,Female,2,High school/GED,Yes,Nanny,Nannies,Full-time,Private (for-profit) sector,Yes,No,American Dollar,30000,35,Caucasian, 
United States, ,34,Male,6,Masters or equivalent,Yes,Director,Medical and Health Services Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,88500,45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,21,Male,5,2-year degree,Yes,retail,41-2031.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,10000,30,African American, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,31,Male,10,4-year degree,Yes,Medical Dosimetrist,"29-1124.00	Radiation Therapists",Full-time,Private (for-profit) sector,Yes,No,American Dollar,95000,40,Caucasian, 
United States, ,31,Male,7,4-year degree, ,CERTIFIED TRAINING OFFICER,CORRECTIONAL OFFICERS AND JAILERS,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"37,500",44,Caucasian, 
United States, ,47,Male,14,4-year degree,Yes,Engineer,Engineer,Full-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,31,Female,6,2-year degree,Yes,Licensed veterinary technician,29-2056.00 - Veterinary Technologists and Technicians,Full-time,Private (for-profit) sector,Yes,No,American Dollar,38000,35,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,60,Female,13,Masters or equivalent,Yes,Department Administrator,"Education Administrators, Postsecondary",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"53,000",40,Caucasian, 
United States, ,26,Male,1,Masters or equivalent,Yes,Financial Analyst,13-2051.00 - Financial Analysts,Full-time,Private (for-profit) sector,Yes,No,American Dollar,60000,50,Caucasian, 
United States, ,36,Male,5,4-year degree,Yes,visitation coordinator,"21-1093.00	Social and Human Service Assistants",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"30,000",40,Caucasian, 
United States, ,49,Female,5,High school/GED,Yes,production,51-2092.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"16,600",40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,26,Female,1,High school/GED,Yes,Administrative Assistant,Executive Secretaries and Executive Administrative Assistants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"27,000",40,Hispanic, 
United States, ,50,Female,4,2-year degree,Yes,office manager,"11-9141.00 - Property, Real Estate, and Community Association Managers",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"41,000",44,Caucasian, 
United States, ,40,Male,17,4-year degree,Yes,IT Specialist,Computer User Support Specialists,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,48000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,33,Female,12,High school/GED,Yes,Chemical Warehouse Coordinator,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"33,780",40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,47,Female,8,4-year degree,Yes,analyst,Financial Analysts,Full-time,Private (for-profit) sector,Yes,No,American Dollar,56000,45,Caucasian, 
United States, ,28,Male,3,High school/GED,Yes,Property manager,"Property, Real Estate, and Community Association Managers",Full-time,Private (for-profit) sector,Yes,No,American Dollar,65500,50,Caucasian, 
United States, ,24,Female,2,Masters or equivalent,No,Process Engineer,biomedical engineers,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,75000,40,Hispanic, 
United States, ,39,Female,22,High school/GED,Yes,system support specialist sr,Computer User Support Specialists,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"72,000",40,Caucasian, 
Canada, ,45,Female,2,4-year degree,Yes,residential care aide,personal care aide,Part-time,Private (for-profit) sector,Yes,No,Canadian Dollar,13000,23,Caucasian, 
United States, ,33,Male,3,Masters or equivalent,Yes,Risk Management Analyst,Risk Management Specialists,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,50000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,44,Female,2.5,2-year degree,Yes,cashier,cashiers,Part-time,Private (for-profit) sector,Yes,No,American Dollar,3500,20,Caucasian, 
United States, ,49,Female,5,2-year degree,Yes,Proofreader,"43-9081.00 	Proofreaders and Copy Markers",Part-time,Private (for-profit) sector,Yes,No,American Dollar,10000,20,Caucasian, 
United States, ,42,Male,1,High school/GED,Yes,Carpenter,Carpenter,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"30,000",35,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,30,Male,8,High school/GED,Yes,Bartender,Bartenders,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"35,000",55,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,41,Female, ,Masters or equivalent,Yes,disabled unemployed, , , ,No,No,American Dollar,10000,0,Caucasian, 
United States, ,24,Female,<1,Masters or equivalent,Yes,Social Media Coordinator,Social Marketing Strategist,Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,"24,000",40,Caucasian, 
United States, ,30,Female,6,Masters or equivalent,Yes,University Teaching Assistant,"Sociology Teachers, Postsecondary",Part-time,Private (for-profit) sector,Yes,No,American Dollar,"19,000",20,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,26,Female,1,High school/GED,Yes,Stay at home mom- mturker, ,Part-time,Public (not-for-profit) sector,No,Yes,I'd rather not say, ,14,Caucasian, 
United States, ,43,Female,1,2-year degree,Yes,veteran services,executive secretaries,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,25000,30,Caucasian, 
United States, ,28,Female,2.5,4-year degree,Yes,Registered Nurse,Registered Nurses,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"58,000",40,Hispanic, 
 , , , , , , , , , , , , , , , , , 
Canada, ,29,Female,5,High school/GED,Yes,cashier,cashiers,Part-time,Private (for-profit) sector,Yes,No,Canadian Dollar,"25,000",32,Caucasian, 
United States, ,29,Male,7,4-year degree,Yes,Resource Desk Coordinator,Database Administrator,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"35,000",65,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,22,Female,1,4-year degree,Yes,Wellness Educator,Fitness and Wellness Coordinator,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,12,Caucasian, 
United States, ,45,Female,3,2-year degree,Yes,quality control operations analyst,quality control analyst,Full-time,Private (for-profit) sector,Yes,No,American Dollar,55000,40,Caucasian, 
United States, ,30,Female,6,4-year degree,Yes,cashier,41-2011.00,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,30000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,33,Female,2,4-year degree,Yes,Medical Claims Processor,Medical Records and Health Information Technicians,Full-time,Private (for-profit) sector,Yes,No,American Dollar,28000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,38,Male,15,2-year degree,Yes,MANAGER/COMPLIANCE OFFICER,"11-9199.02 	Compliance Managers",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"30,200",60,Other:,egyptian
United States, ,34,Male,8,4-year degree,Yes,Warehouse supervisor,53-1031.00 - First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,Full-time,Private (for-profit) sector,Yes,No,American Dollar,53000,45,Asian, 
United States, ,21,Female,0,4-year degree,Yes,Student / Coach (Summer),"27-2022.00	Coaches and Scouts",Part-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,15,Caucasian, 
United States, ,25,Female,1,4-year degree,Yes,Technology Associate, Computer User Support Specialists,Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,25000,46,Caucasian, 
United States, ,29,Female,2,4-year degree,Yes,Intervention Specialist,"25-2053.00	Special Education Teachers, Middle School",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,33250,45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,30,Female,0,4-year degree,Yes,homemaker,homemaker,Part-time,Private (for-profit) sector,No,Yes,I'd rather not say, ,10,Caucasian, 
United States, ,36,Female,1,High school/GED,Yes,self-employed,43-9199.00,Full-time,Public (not-for-profit) sector,Yes,Yes,American Dollar,10000,40,Caucasian, 
Canada, ,28,Female,0.4,4-year degree,Yes,Receptionist,Receptionist,Full-time,Public (not-for-profit) sector,Yes,No,Canadian Dollar,24000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,36,Male,7,4-year degree,Yes,plant engineer,Electrical Engineers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,53000,40,Caucasian, 
United States, ,25,Female,7,2-year degree,Yes,SERVICE DESK ASSOCIATE,Customer Service Representatives,Full-time,Private (for-profit) sector,Yes,No,American Dollar,23000,40,Caucasian, 
United States, ,24,Female,2.5,4-year degree,Yes,Event Manager,"Meeting, Convention, and Event Planners",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"40,000",40,Caucasian, 
United States, ,33,Male,5,Ph.D. or equivalent,Yes,assistant professor," 25-1067.00	Sociology Teachers, Postsecondary",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,67000,40,Caucasian, 
United States, ,44,Female,2,High school/GED,Yes,office clerk,43-9061.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"13,000",40,Caucasian, 
United States, ,34,Female,7,2-year degree,Yes,Graphic designer,Graphic Designers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,30000,40,Caucasian, 
United States, ,38,Female,3,Masters or equivalent,Yes,Teacher,"25-2053.00 - Special Education Teachers, Middle School",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,42000,55,African American, 
United States, ,34,Male,2,2-year degree,Yes,High Speed Data Repair,Computer Network Support specialist,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"42,000",45,Caucasian, 
United States, ,30,Female,3,Masters or equivalent,Yes,attorney,lawyer,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"63,000",40,Caucasian, 
United States, ,39,Male,3,4-year degree,Yes,Communications Manager,Public Relations Specialists,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"$50,000 ",50,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,33,Male,1,2-year degree,Yes,Worker,Carpenter,Part-time,Private (for-profit) sector,Yes,No,American Dollar,15000,20,Caucasian, 
United States, ,24,Female,3,2-year degree,Yes,Direct Care Worker,Personal Care Aide,Full-time,Private (for-profit) sector,Yes,No,American Dollar,15000,45,Caucasian, 
United States, ,47,Female,3,High school/GED,Yes,Owner,Online Merchants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,45000,60,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,49,Male,10,Masters or equivalent, ,Project Lead,Information Technology Project Managers,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,106000,42,Caucasian, 
United States, ,19,Male,3,High school/GED,Yes,Line Cook, ,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"11,000",35,Caucasian, 
United States, ,34,Female,13,4-year degree,Yes,Research Coordinator,Clinical Research Coordinator,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,46000,40,Other:,Mixed: Asian and Black
United States, ,61,Female,12,4-year degree,Yes,Writer and Editor,27-3041.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,15000,32,Caucasian, 
United States, ,32,Female,2,2-year degree,Yes,customer service manager,customer service representatives,Full-time,Private (for-profit) sector,Yes,No,American Dollar,50000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,36,Female,8,Masters or equivalent,Yes,Research Associate,Research Associate,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar, ,40,Asian, 
 , , , , , , , , , , , , , , , , , 
United States, ,30,Male,2,2-year degree,Yes,Personal Banker,Personal Financial Advisors,Full-time,Private (for-profit) sector,Yes,No,American Dollar,32000,40,Caucasian, 
United States, ,24,Female,2,4-year degree,Yes,care provider,personal care aide,Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,24000,18,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,35,Female,2,Ph.D. or equivalent,Yes,Contracts Specialist,Lawyer,Full-time,Private (for-profit) sector,Yes,No,American Dollar,60000,42,Hispanic, 
 , , , , , , , , , , , , , , , , , 
United States, ,24,Female,1,4-year degree,Yes,Inside Sales,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,28,Caucasian, 
United States, ,23,Female,1,4-year degree,Yes,science Teacher,"Biological Science Teachers, Postsecondary",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"40,000",55,Caucasian, 
United States, ,41,Female,2,2-year degree,Yes,office administration,"Office Clerks, General",Full-time,Private (for-profit) sector,Yes,No,American Dollar,14000,35,Caucasian, 
 , ,30,Female,6,2-year degree, ,tso,Transportation Security Screeners,Full-time,Public (not-for-profit) sector,Yes, , , ,40,Asian, 
United States, ,22,Female,7 mos,High school/GED,Yes,Sales Consultant,Retail Salespersons,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"15,000",32,African American, 
United States, ,20,Female,0,High school/GED,Yes,unemployed,Unemployed,Part-time,Public (not-for-profit) sector,No,No,I'd rather not say, ,None,Caucasian, 
 , ,43,Female,22,4-year degree, ,office mgr,"11-3031.02	Financial Managers, Branch or Department  Bright Outlook",Full-time,Private (for-profit) sector,Yes,No,American Dollar,65000,40,Caucasian, 
United States, ,20,Male,2,High school/GED,Yes,engineering apprentice,Architectural and Engineering Managers,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,40000,45,Hispanic, 
United States, ,29,Male,6,4-year degree,Yes,Tax Auditor,"Tax Examiners and Collectors, and Revenue Agents",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,57000,37.5,Caucasian, 
United States, ,29,Female,2,2-year degree,Yes,Retail Assistant Manager,41-1011.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,20000,30,Caucasian, 
United States, ,45,Female,3,High school/GED,Yes,BUSINESS OWNER,business operations specialist,Full-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,30,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,31,Female,7,4-year degree,Yes,web designer,web developers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"45,000",40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,54,Female,4,Masters or equivalent,Yes,Lightworker,21-1093.00,Full-time,Public (not-for-profit) sector,No,No,I'd rather not say, ,70,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,56,Female,15,4-year degree,Yes,Programmer/Analyst,Computer Systems Analyst,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,40,Caucasian, 
United States, ,47,Female,15,4-year degree,Yes,Content Lead,web developer,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"80,000",35,Caucasian, 
United States, ,23,Female,4,4-year degree,Yes,sales associate,sales representative,Full-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,25,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,24,Female,1,4-year degree,Yes,teacher,"Elementary School Teachers, Except Special Education",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"50,000",40,Caucasian, 
United States, ,33,Male,3,High school/GED,Yes,Programmer,Computer Programmers,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,40,Caucasian, 
United States, ,31,Male,1,4-year degree,Yes,Communications Specialist II,27-4032.00 - Film and Video Editors,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"43,000",38,Caucasian, 
United States, ,32,Male,1,4-year degree,Yes,Supply Product Coordinator,43-5061.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,30000,40,Hispanic, 
United States, ,30,Female,3,2-year degree,Yes,lpn,licensed practical and licensed vocational nurse,Full-time,Private (for-profit) sector,Yes,No,American Dollar,39000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
